RowNumber,Hatespeech,ResponseText,TrueLabel,PredictedLabel,Status,Reason
655,"Muslims are a problem in my opinion. They do not want to assimilate. They demand that everyone shows respect for Islam, but do they respect our laws? They establish sharia laws and polygamy.",Evidence for this? This is not true. How can you say this about an entire faith?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
656,The only ones in favour of Islam and Muslims and the ones that that are ignorant about what it truly is.,i build 2 or 3 bed defences one of them is very good the rest are covered with wool but the bed is under the wool,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
657,Almost all Muslims deliberately decide not to work.,we love this thanks for sharing,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
658,There are muslim shops in Birmingham that do not serve their white clients and have signs that say:'No Whites after 8 p.m.'.,When they refused to serve you just what was it you were saying or doing in the minutes before? Why do I feel there is a fuller story here?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
659,Only who cannot understand what Islam and Muslims really are can support it.,nothing should look sad it should look bright good to know when the aliens come down looking for human sashimi they wont be coming after me,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
660,Islam hates Christians and Jews.,i love that even the indigenous people from australia who already deal with tons of weird animals were like nah this little guy is too weird to be normal,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
661,"The only way we can fight Islam and Sharia is to banish them from the UK. Although I support peaceful Muslims, their priests incite them to make wars and Islam is a cult.","Islam does not agitate for war or violence. On the countrary, most of the 50 Muslim-majority countries around the world are at peace. Uk is a Christian-majority country, while there has been knife and gun issues over last 20 years.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
662,"We need to kill Muslims, otherwise, they will make us explode!",one thing about the inhabitated lodge given its a desert animal i think it would make more sense if its tadpoles inhabit its back a protected reservoir seems tl be good for tadpoles in a water poor enviroment and given how beecomb frogs already carry their eggstadpoles in chambers of there belly this would feel like a nice nod to this real animal in addition this could be a way to get mammalian or placentalian amphibians of sorts if it would continue to evolve along this line,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
663,"Because of the Muslims, Britain is no longer the great country of the past! They are a disease!",dude thank you so much for providing this information for free on youtube im not a biology student amateur nor do i have anything to do with it career wise but i just like to have knowledge and i watch your videos multiple times and i still do its people like you and sal khan from khan academy that make this world a better place i can learn anything i want without going broke lol thanks once again,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
664,Islam pretends to be a religion but in reality it is only a moon cult.,that friggin horse looked like a running back cutting back and across midstride breaking for daylight then breaking it open to the end zone awesome display of athleticism horse and jockey,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
665,"If the Koran was a current book, it would probably be prohibited as hate speech.","So would the Bible, the Torah, etc.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
666,"All Muslims should be deported, no one wants them here.",Deported where? They are UK Citizens?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
667,"English laws are against us, they support Muslims, and punish us for saying something bad about Muslims. Muslim rapists are everywhere, and the government let them in.","Is it just words? Things I see in my life do not correspond with this opinion. To me it seems that all people are equally punished for crimes, be it a European person or an immigrant. Also, it is not correct to deny people entry based on their nationality.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
668,"Our state will become Islamic, a home for Muslims and a prison for those who oppose it. It is the goal of the government!",darpa was working on cloaking technology when my dad was in his 20’s so an invisible plane isn’t far out of the question people are quick to write off the stuff you’d see in movies or games but don’t realize it’s stuff we’ve legitimately been working on and they just don’t know about it,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
669,People that live in the West cannot live with Muslims.,i love how excited he gets about mitochondria,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
670,People that live in the West cannot live with Muslims.,james dyson makes legendary household appliances like vacums and hair dryers also james dyson loves his cast aluminum pencil sharper the little things in life,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
671,Islam is a totalitarian doctrine dressed disguised as a religion so that it can spread across our tolerant Christian world. Enough IS ENOUGH!,I only wish followers of all religions and none were more tolerant. For a tolerant Christian world there sure is a lot of discrimination and hate crime.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
672,Using violence to punish another person? Sounds like a muslim issue.,im not sure if a lot of people really understand how gifted this dude ishe is yet to do a song that i dont like he can sing he can write songs best dancer right now as far as im concerned he can act and he can create wicked visual art i think if he didnt have that cloud over his head that a lot cant move on from people would really see a new king of rb,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
673,Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.,How can you say this about millions of people?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
674,"Christmas cannot be celebrated securely anymore, because of Muslims and their insults.",the fact that they don’t score on a curve is a completely lie and was contradicted in the video what do u call saying that one test is harder than another so they can get more wrong even if this is true there are so many ways to combat this with still making sure that there is no cheating this is especially true in the math section where y literally have to change numbers because the concepts that you are testing should be the same or relatively similar and even though this may be harder for the...,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
675,#saville town looks like a city of Afghanistan or Pakistan more than an English City. What do you think?,So these families came in to do cheap labour at textile mills in Saville and then made a life for themselves? Shocking! How could they?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
676,A Muslim is loyal only to Allah (as a comment in relation to election for public office etc.).,So you are saying that we should only allow non-religious people into public office?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
677,Muslims are like the plague and now they invading London. They must be sent to their homeland as soon as we can!,is it a brief course or a detailed one,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
678,Everything will be better if Muslims did not exist. Their only contribute to our society is violence.,"Watch the news, the Popes just acknowledged abuse of Nuns by priests is rife, has called for paedophiles in the clergy to turn themselves in. The problem is society not restricted to anyone religion.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
